wdid,mass,age
Gaia DR3 2874194833198918400,0.207,
Gaia DR3 2874214864926275968,0.534,
Gaia DR3 2874273443984722048,0.521,
Gaia DR3 2874354502904068352,0.748,
Gaia DR3 2874474207936283776,0.486,
Gaia DR3 2874539525798352128,0.55,
Gaia DR3 2874582372392998400,0.61,
Gaia DR3 2874643571381931520,,
Gaia DR3 2874828254975564800,0.482,
Gaia DR3 2874893431104220928,0.731,
Gaia DR3 287497998329220224,0.568,
Gaia DR3 2875026785544864128,0.832,
Gaia DR3 2875030595179710080,0.631,
Gaia DR3 2875173364188176256,0.783,
Gaia DR3 2875177414341230848,1.002,
Gaia DR3 2875200813322781696,0.613,
Gaia DR3 287533324437322368,0.659,
Gaia DR3 287551363299916672,0.57,
Gaia DR3 2875542834455165824,0.616,
Gaia DR3 2875618627744239616,0.656,
Gaia DR3 287563973324009728,0.381,
Gaia DR3 2875642168458024960,0.604,
Gaia DR3 287577919080511360,0.705,
Gaia DR3 2875829184218310016,,
Gaia DR3 2875885396749892352,0.506,
Gaia DR3 287601214983957376,0.658,
Gaia DR3 2876068229214775040,0.626,
Gaia DR3 2876189416010768256,0.555,
Gaia DR3 2876286409257129472,0.499,
Gaia DR3 2876331970270234496,0.532,
Gaia DR3 287633925457383040,0.614,
Gaia DR3 2876407630414009984,0.563,
Gaia DR3 2876449480574506240,0.371,
Gaia DR3 2876494560552730496,0.43,
Gaia DR3 2876522701177433344,0.633,
Gaia DR3 287653068125145856,0.571,
Gaia DR3 2876624272859748608,0.878,
Gaia DR3 2876633859225763072,0.175,
Gaia DR3 2876653100680414848,0.355,
Gaia DR3 2876670344974144256,0.509,
Gaia DR3 2876697252944594176,0.624,
Gaia DR3 2876719685557466752,0.661,
Gaia DR3 287675019700897536,0.289,
Gaia DR3 2876770778488672512,0.237,
Gaia DR3 2876799915546996864,0.644,
Gaia DR3 2876815995903692672,0.564,
Gaia DR3 2876820497029426688,0.175,
Gaia DR3 2876839433541872256,0.402,
Gaia DR3 2876840223815848704,0.864,
Gaia DR3 2877184572817738112,0.621,
Gaia DR3 2877235115992429824,0.559,
Gaia DR3 2877299716597208192,0.099,
Gaia DR3 2877354825321211776,0.709,
Gaia DR3 287739993965938304,0.619,
Gaia DR3 2877435609362654720,0.6,
Gaia DR3 2877469999164014464,0.537,
Gaia DR3 2877502881434530816,0.288,
Gaia DR3 2877617990853335680,0.622,
Gaia DR3 2877666021476579968,0.424,
Gaia DR3 2877791163935056640,0.305,
Gaia DR3 2877796386613745664,0.607,
Gaia DR3 2877860055210138496,0.61,
Gaia DR3 2877916680059033600,0.626,
Gaia DR3 287804044815177088,0.683,
Gaia DR3 2878121906480592768,0.579,
Gaia DR3 2878159805272436864,0.729,
Gaia DR3 287819880358181632,0.615,
Gaia DR3 2878217254754290048,0.481,
Gaia DR3 2878250892937888256,0.49,
Gaia DR3 2878251756227755136,0.632,
Gaia DR3 2878389676217300736,0.897,
Gaia DR3 2878566762013101568,0.638,
Gaia DR3 2878571778535047808,0.589,
Gaia DR3 2878755435633462656,0.515,
Gaia DR3 2878778314922803712,0.408,
Gaia DR3 2878811746947687296,0.557,
Gaia DR3 2878866348868244096,0.322,
Gaia DR3 2878874006793324544,0.46,
Gaia DR3 2878995983864908160,0.597,
Gaia DR3 2879072503002076032,0.526,
Gaia DR3 2879107790455284480,0.897,
Gaia DR3 2879125249496257920,0.54,
Gaia DR3 2879161426004642688,0.616,
Gaia DR3 2879237876423089152,0.312,
Gaia DR3 2879255369827025920,0.434,
Gaia DR3 2879333362135402112,0.579,
Gaia DR3 287988586673978752,0.428,
Gaia DR3 2880012585444101888,0.551,
Gaia DR3 2880081515373760256,0.662,
Gaia DR3 2880212662199867392,1.178,
Gaia DR3 2880230907221131648,0.546,
Gaia DR3 2880781973001555072,0.629,
Gaia DR3 288086275704009088,0.748,
Gaia DR3 2880980774151602048,0.46,
Gaia DR3 2881003692097251584,0.554,
Gaia DR3 2881222220040137216,0.599,
Gaia DR3 2881249501665391744,0.688,
Gaia DR3 2881337668753547904,0.665,
Gaia DR3 288141281351299712,0.545,
Gaia DR3 288141285648247808,0.61,
Gaia DR3 2881440924064025088,0.505,
Gaia DR3 2881453602806284032,0.625,
Gaia DR3 2881648319444537216,0.471,
Gaia DR3 2881671031231300864,0.58,
Gaia DR3 2881679238913469056,0.504,
Gaia DR3 2881690680706552704,0.632,
Gaia DR3 2881731225197184256,0.68,
Gaia DR3 2881821556949657600,0.492,
Gaia DR3 2881823859051387776,0.642,
Gaia DR3 2881844376111780224,0.597,
Gaia DR3 2881954597856136576,0.616,
Gaia DR3 2881960512027337600,0.91,
Gaia DR3 2882003079448069504,0.678,
Gaia DR3 2882030708973014016,0.957,
Gaia DR3 2882105235246150784,0.889,
Gaia DR3 2882136292153631488,0.597,
Gaia DR3 288231647462344576,0.569,
Gaia DR3 2882320876964087936,0.639,
Gaia DR3 2882422856667416576,0.632,
Gaia DR3 2882493873950822144,0.757,
Gaia DR3 2882494458066376320,0.614,
Gaia DR3 2882494634161147648,0.566,
Gaia DR3 2882513768238573696,0.925,
Gaia DR3 2882573210586068096,0.858,
Gaia DR3 2882602038406853120,0.516,
Gaia DR3 2882629560556415104,0.452,
Gaia DR3 2882674400015961984,0.755,
Gaia DR3 2882678969861204096,0.577,
Gaia DR3 2882700277194005376,0.529,
Gaia DR3 2882713570117200512,0.707,
Gaia DR3 2882921309095406592,0.379,
Gaia DR3 2882964636725668480,0.605,
Gaia DR3 288301329012192256,0.371,
Gaia DR3 2883030508640778752,0.779,
Gaia DR3 2883049402200357632,0.968,
Gaia DR3 2883056652105248256,0.55,
Gaia DR3 2883073316578600320,0.601,
Gaia DR3 2883114479545034496,0.567,
Gaia DR3 2883122966400540160,0.606,
Gaia DR3 2883147400470464000,0.76,
Gaia DR3 2883364038621038208,0.743,
Gaia DR3 2883398050465644928,0.637,
Gaia DR3 2883438393094826624,0.457,
Gaia DR3 288349467005478528,0.682,
Gaia DR3 2883616303523651840,0.671,
Gaia DR3 2883647673965100288,0.487,
Gaia DR3 2883713919539586048,0.6,
Gaia DR3 2883743675073734272,0.597,
Gaia DR3 288377882509029632,0.589,
Gaia DR3 2883797967754773632,0.579,
Gaia DR3 2883848403555492096,0.593,
Gaia DR3 288387090918419200,0.641,
Gaia DR3 2883882630152145280,0.527,
Gaia DR3 2883906059196952704,0.244,
Gaia DR3 2883950486338934912,0.525,
Gaia DR3 2884028693400171648,0.68,
Gaia DR3 2884220489459553920,0.554,
Gaia DR3 2884375447583152768,0.893,
Gaia DR3 2884530135125386496,0.593,
Gaia DR3 2884593700641335168,0.483,
Gaia DR3 2884736229130791040,0.595,
Gaia DR3 2884748632998895104,0.612,
Gaia DR3 2884805219190442368,0.568,
Gaia DR3 2884865421748931456,0.437,
Gaia DR3 2884889611004581760,0.636,
Gaia DR3 2884948434877485312,0.535,
Gaia DR3 288498214607805696,0.603,
Gaia DR3 2885007151372669440,0.771,
Gaia DR3 2885041579830870784,0.571,
Gaia DR3 2885045977877442816,0.642,
Gaia DR3 2885055220646746368,0.701,
Gaia DR3 2885080578134465920,0.766,
Gaia DR3 2885110887719750912,0.62,
Gaia DR3 2885136550146916352,0.631,
Gaia DR3 2885160365744188288,0.788,
Gaia DR3 2885198122798290944,0.851,
Gaia DR3 2885245504877875968,,
Gaia DR3 2885287221897639424,0.627,
Gaia DR3 2885310655239065856,0.839,
Gaia DR3 2885368448318853504,0.489,
Gaia DR3 2885370269384987520,0.648,
Gaia DR3 2885401017053493248,0.645,
Gaia DR3 2885406171014288768,0.546,
Gaia DR3 288547550896750720,0.686,
Gaia DR3 2885608206276757504,0.594,
Gaia DR3 2885640714885662464,0.514,
Gaia DR3 2885742930810510592,0.633,
Gaia DR3 2885756262388470784,0.671,
Gaia DR3 2885861093951052032,0.753,
Gaia DR3 2885871676750654976,0.371,
Gaia DR3 2885950051312754048,0.473,
Gaia DR3 2886001006806192256,0.7,
Gaia DR3 2886122331040811264,0.478,
Gaia DR3 2886182636677220352,0.68,
Gaia DR3 2886183319577056512,0.34,
Gaia DR3 2886288941413337600,0.564,
Gaia DR3 2886367075457617920,0.977,
Gaia DR3 2886371164266391296,0.336,
Gaia DR3 2886390577518659840,0.895,
Gaia DR3 2886424357438837504,0.635,
Gaia DR3 2886482764697540480,0.583,
Gaia DR3 2886485135519179648,0.607,
Gaia DR3 2886522969887555328,0.324,
Gaia DR3 2886561311058375168,0.524,
Gaia DR3 2886576639799322240,0.651,
Gaia DR3 2886588150310065408,0.817,
Gaia DR3 2886600309361618176,0.651,
Gaia DR3 2886627041237559680,0.821,
Gaia DR3 2886704178850557824,0.432,
Gaia DR3 2886748846510766720,0.839,
Gaia DR3 2886776609180151040,0.651,
Gaia DR3 2886782317192855936,0.684,
Gaia DR3 2886791521306770944,0.755,
Gaia DR3 2886800008161681536,0.335,
Gaia DR3 2886885052810198528,0.466,
Gaia DR3 2886960300637515136,0.355,
Gaia DR3 2886993487848334592,0.696,
Gaia DR3 2887010981251540224,1.009,
Gaia DR3 2887095471847926912,0.529,
Gaia DR3 2887207823895734272,0.514,
Gaia DR3 2887293521379951872,0.544,
Gaia DR3 2887803278161325312,0.638,
Gaia DR3 2887830972110848128,0.49,
Gaia DR3 2887835438876879744,0.586,
Gaia DR3 2887866397001061504,0.569,
Gaia DR3 2887933639009362688,0.574,
Gaia DR3 2888023047344812032,0.237,
Gaia DR3 2888026547741292800,0.63,
Gaia DR3 2888030331609338240,0.578,
Gaia DR3 2888108809251983744,0.636,
Gaia DR3 2888211029471320576,0.61,
Gaia DR3 2888348949463235456,0.528,
Gaia DR3 2888402511999321216,0.671,
Gaia DR3 2888608155032551424,0.802,
Gaia DR3 2888623758648847872,0.651,
Gaia DR3 2888659866438806144,0.483,
Gaia DR3 2888692237609781760,0.278,
Gaia DR3 2888763220532981376,0.665,
Gaia DR3 2888788200061839232,0.739,
Gaia DR3 288885272765489280,0.461,
Gaia DR3 2888871075751429376,0.638,
Gaia DR3 2888917942434372608,0.524,
Gaia DR3 2888922546638497792,0.589,
Gaia DR3 288892728828628480,0.773,
Gaia DR3 2888990720656841728,0.582,
Gaia DR3 2888991369194631424,0.59,
Gaia DR3 2889026313049346560,0.446,
Gaia DR3 2889206598597097216,0.627,
Gaia DR3 2889238793670721024,0.547,
Gaia DR3 2889319470337773184,0.274,
Gaia DR3 2889373247622470016,0.513,
Gaia DR3 2889614757927801984,0.589,
Gaia DR3 2889655714736456320,0.661,
Gaia DR3 2889942137514955136,0.688,
Gaia DR3 288994708532059648,0.704,
Gaia DR3 2890067722359001728,0.494,
Gaia DR3 2890073254277035392,0.617,
Gaia DR3 2890110951207336832,0.467,
Gaia DR3 2890119433765389952,0.574,
Gaia DR3 2890167159442902144,1.123,
Gaia DR3 2890403348283132160,0.712,
Gaia DR3 2890479764341851008,0.528,
Gaia DR3 2890565771063557888,0.547,
Gaia DR3 2890835525072405504,0.567,
Gaia DR3 2890850643357566976,0.687,
Gaia DR3 2890872702309445504,0.381,
Gaia DR3 2890898059797230208,0.659,
Gaia DR3 2890898064093706496,0.654,
Gaia DR3 289098474941796224,0.58,
Gaia DR3 2891161049234973056,0.621,
Gaia DR3 2891163420056922752,0.861,
Gaia DR3 2891165825238583296,0.665,
Gaia DR3 2891196199246349824,0.607,
Gaia DR3 2891353296264897536,0.406,
Gaia DR3 2891384009576775680,0.248,
Gaia DR3 2891436756072963712,,
Gaia DR3 2891440943663015168,0.364,
Gaia DR3 2891443589363584640,0.255,
Gaia DR3 2891479637025596160,0.351,
Gaia DR3 2891535158065675520,0.481,
Gaia DR3 2891595287606910208,0.839,
Gaia DR3 2891813197067920768,0.311,
Gaia DR3 2891839246047842432,1.217,
Gaia DR3 2891876453345967744,0.767,
Gaia DR3 2891929474717724928,0.637,
Gaia DR3 2891999564289439104,0.592,
Gaia DR3 2892158104419854464,0.868,
Gaia DR3 2892262794244806144,0.725,
Gaia DR3 2892283380022714240,0.67,
Gaia DR3 2892306916447208064,1.038,
Gaia DR3 2892341237528582400,0.238,
Gaia DR3 2892389444241046400,0.559,
Gaia DR3 2892410266242180864,0.61,
Gaia DR3 2892468952674955520,0.641,
Gaia DR3 2892469502430800768,0.542,
Gaia DR3 2892563201437810304,0.644,
Gaia DR3 2892584298319237760,0.596,
Gaia DR3 28926261141627648,0.582,
Gaia DR3 2892644329074490880,0.602,
Gaia DR3 2892668243454648704,0.617,
Gaia DR3 2892673294336187648,0.569,
Gaia DR3 2892780050043239680,0.52,
Gaia DR3 2892795821161588736,0.581,
Gaia DR3 2892821998986649472,0.569,
Gaia DR3 2892956105045558528,0.38,
Gaia DR3 2893005857946801152,0.372,
Gaia DR3 2893025683516031104,0.349,
Gaia DR3 2893043241342489216,0.666,
Gaia DR3 2893078082117940992,0.59,
Gaia DR3 2893244147030547328,0.733,
Gaia DR3 2893244383251396480,0.572,
Gaia DR3 2893349695848676224,0.586,
Gaia DR3 2893502768483512064,0.518,
Gaia DR3 2893551735407967616,0.355,
Gaia DR3 2893621069062104192,0.608,
Gaia DR3 2893730509125430912,0.567,
Gaia DR3 289383763849256064,0.462,
Gaia DR3 2893958962729344128,1.25,
Gaia DR3 2893966728030460544,0.554,
Gaia DR3 2894079290532826880,1.255,
Gaia DR3 2894125401302582144,0.882,
Gaia DR3 289415099930938368,0.577,
Gaia DR3 2894160555613643392,0.622,
Gaia DR3 2894268410832526976,0.693,
Gaia DR3 2894303251607004800,0.639,
Gaia DR3 2894447901807735424,0.568,
Gaia DR3 289451796131358720,0.62,
Gaia DR3 2894547201450750464,0.559,
Gaia DR3 2894563659766308864,0.935,
Gaia DR3 2894605716085837696,0.689,
Gaia DR3 2894611385441036544,0.876,
Gaia DR3 2894612317449723008,0.508,
Gaia DR3 2894727486998080128,0.505,
Gaia DR3 2894830055115128448,0.346,
Gaia DR3 2894873657621474816,0.799,
Gaia DR3 2894941552466612736,0.707,
Gaia DR3 2894953440936010752,0.688,
Gaia DR3 2895095312291078656,0.511,
Gaia DR3 2895154754640337792,0.949,
Gaia DR3 2895155368820030592,0.676,
Gaia DR3 2895185880266912256,0.54,
Gaia DR3 289519278657866368,1.122,
Gaia DR3 2895348848506336384,0.962,
Gaia DR3 2895378780138442752,0.646,
Gaia DR3 2895517971433670272,0.562,
Gaia DR3 2895534631612896000,0.634,
Gaia DR3 2895564902541301248,0.678,
Gaia DR3 2895594967312755712,0.554,
Gaia DR3 2895636267717028864,0.601,
Gaia DR3 2895668084834962560,0.618,
Gaia DR3 2895668772029745792,0.637,
Gaia DR3 2895753090829090176,0.901,
Gaia DR3 289582092554608512,0.606,
Gaia DR3 2895836035236697088,0.586,
Gaia DR3 2895995670581924352,0.657,
Gaia DR3 2896077721635851008,0.612,
Gaia DR3 2896078202672195968,0.827,
Gaia DR3 2896136270630008320,0.545,
Gaia DR3 2896201038737693056,0.533,
Gaia DR3 2896213511322749440,0.565,
Gaia DR3 2896243163776662144,0.644,
Gaia DR3 2896381770961692672,0.662,
Gaia DR3 2896406853570967296,0.959,
Gaia DR3 289642492679198976,0.697,
Gaia DR3 2896528280886803712,0.63,
Gaia DR3 2896622529648357760,0.589,
Gaia DR3 2896640813326164608,0.675,
Gaia DR3 2896643592167963264,0.92,
Gaia DR3 2896741964098665344,0.536,
Gaia DR3 2896747221139374720,0.712,
Gaia DR3 2897043749977863936,0.633,
Gaia DR3 2897046597538732672,0.761,
Gaia DR3 2897136963651341440,0.556,
Gaia DR3 2897196131119584256,0.652,
Gaia DR3 2897205236450281984,0.247,
Gaia DR3 289721558732786944,0.851,
Gaia DR3 2897248014324503808,0.864,
Gaia DR3 2897306872556662528,0.311,
Gaia DR3 2897361886794744576,0.343,
Gaia DR3 2897373255571074176,0.53,
Gaia DR3 2897419641218477952,0.636,
Gaia DR3 2897466233023938688,0.746,
Gaia DR3 2897636932203138688,0.65,
Gaia DR3 2897664213835923584,0.62,
Gaia DR3 289768008804247040,0.451,
Gaia DR3 2897692835497593088,0.612,
Gaia DR3 2897742450960792576,0.602,
Gaia DR3 2897797941937105920,0.798,
Gaia DR3 2897810350100517504,0.616,
Gaia DR3 2897840341854684544,0.651,
Gaia DR3 2897840827188329472,0.765,
Gaia DR3 2897843026211612800,0.574,
Gaia DR3 2897845671909319424,0.327,
Gaia DR3 2897916349893937920,0.887,
Gaia DR3 2898000767472840960,0.885,
Gaia DR3 2898098589648037120,0.757,
Gaia DR3 2898123259941214464,0.641,
Gaia DR3 2898139615175634176,0.634,
Gaia DR3 2898220811535925376,0.549,
Gaia DR3 2898242900549390592,0.541,
Gaia DR3 2898296162441997568,0.496,
Gaia DR3 2898349484457577216,0.589,
Gaia DR3 2898388139162794752,1.066,
Gaia DR3 2898493657919698944,0.501,
Gaia DR3 2898589487231080192,0.878,
Gaia DR3 2898594817287531904,0.33,
Gaia DR3 2898600521004096768,0.648,
Gaia DR3 2898609626334603904,0.648,
Gaia DR3 2898652502991550208,0.527,
Gaia DR3 2898703943817338880,0.539,
Gaia DR3 2898823614488136704,0.655,
Gaia DR3 2898843203833706624,0.752,
Gaia DR3 2898869862696447360,0.635,
Gaia DR3 2898905012709488640,0.644,
Gaia DR3 2898979882578153216,0.648,
Gaia DR3 2898994730282605312,0.692,
Gaia DR3 2899090147274581888,0.31,
Gaia DR3 2899156014895985536,0.5,
Gaia DR3 2899236274945142144,0.772,
Gaia DR3 2899245625092873472,0.398,
Gaia DR3 2899363268538543104,0.597,
Gaia DR3 2899439031762367488,,
Gaia DR3 2899516959648929024,0.599,
Gaia DR3 2899540805307797120,0.661,
Gaia DR3 2899543966403875968,0.677,
Gaia DR3 2899551014446646144,0.561,
Gaia DR3 2899575302483827456,0.528,
Gaia DR3 2899599221159196672,0.324,
Gaia DR3 2899626601573709056,0.657,
Gaia DR3 2899680138343368704,0.636,
Gaia DR3 2899692606629965184,0.595,
Gaia DR3 2899732910603720832,0.582,
Gaia DR3 2899799190538623360,0.567,
Gaia DR3 2899931612970395648,0.561,
Gaia DR3 2900029130206352256,0.591,
Gaia DR3 2900068399089616384,0.512,
Gaia DR3 2900088950510841728,0.593,
Gaia DR3 2900107126809971840,0.614,
Gaia DR3 2900116025981911424,0.574,
Gaia DR3 2900148594718047360,0.784,
Gaia DR3 2900190547958632320,0.615,
Gaia DR3 2900208415023158144,0.711,
Gaia DR3 2900224323581688320,0.616,
Gaia DR3 2900300396043954688,0.756,
Gaia DR3 2900311498536058240,,
Gaia DR3 2900387360540332928,0.695,
Gaia DR3 290049415061483776,0.251,
Gaia DR3 2900527960589832448,0.475,
Gaia DR3 2900753261691625600,0.462,
Gaia DR3 2900871042577041024,0.44,
Gaia DR3 2900907635698335488,0.811,
Gaia DR3 2900914786819540736,0.593,
Gaia DR3 2900943472905816832,0.589,
Gaia DR3 2901079468749639936,0.552,
Gaia DR3 2901082221826213632,0.323,
Gaia DR3 2901086134538990976,0.634,
Gaia DR3 2901086168898715776,0.554,
Gaia DR3 2901161588524636416,0.634,
Gaia DR3 2901168082514951168,0.609,
Gaia DR3 2901188187259257216,0.489,
Gaia DR3 2901408291446643072,0.58,
Gaia DR3 2901421829183648512,0.58,
Gaia DR3 2901442101429371264,0.177,
Gaia DR3 2901583904069034496,0.601,
Gaia DR3 2901710558361649920,0.638,
Gaia DR3 2901831603422739456,0.807,
Gaia DR3 2901868265263534592,0.71,
Gaia DR3 2901871396296956672,0.631,
Gaia DR3 290188640720785920,0.437,
Gaia DR3 2901899498265865600,0.616,
Gaia DR3 2901919907950468736,0.595,
Gaia DR3 2901949495982066944,0.694,
Gaia DR3 2902007765801510912,0.568,
Gaia DR3 2902139913354892032,0.736,
Gaia DR3 2902158952947615744,0.548,
Gaia DR3 2902163969467672832,0.924,
Gaia DR3 2902163969469316480,0.854,
Gaia DR3 290221561645697536,0.613,
Gaia DR3 2902266460271911424,1.111,
Gaia DR3 290237298406086016,0.551,
Gaia DR3 2902533645894273152,0.63,
Gaia DR3 290255023735623040,0.863,
Gaia DR3 290261517726298880,0.299,
Gaia DR3 2902620404233761024,0.574,
Gaia DR3 2902992584622216320,0.592,
Gaia DR3 2903048350478169472,0.656,
Gaia DR3 2903068214703934848,0.835,
Gaia DR3 2903100852158869248,0.575,
Gaia DR3 2903117173034360448,0.581,
Gaia DR3 2903120609008206464,0.624,
Gaia DR3 29031230142452992,0.881,
Gaia DR3 2903170881600597760,0.601,
Gaia DR3 2903242826597716224,0.664,
Gaia DR3 2903295362636875136,0.652,
Gaia DR3 2903394322981508608,0.372,
Gaia DR3 2903441322806090112,0.701,
Gaia DR3 2903492347017837696,0.485,
Gaia DR3 2903611712748383232,0.183,
Gaia DR3 2903625181765940352,0.557,
Gaia DR3 2903631641396161152,0.627,
Gaia DR3 2903645041694161280,0.564,
Gaia DR3 2903694519720730112,0.721,
Gaia DR3 2903705519131436800,0.706,
Gaia DR3 2903714555742612992,0.776,
Gaia DR3 2903852815033035136,0.7,
Gaia DR3 2903867521000167424,0.626,
Gaia DR3 2903963487749677824,0.587,
Gaia DR3 2904164560938395008,0.689,
Gaia DR3 2904187650682919296,0.35,
Gaia DR3 2904251319278253568,0.731,
Gaia DR3 2904585811330644864,0.72,
Gaia DR3 2904637041701244288,0.509,
Gaia DR3 2904672951924939392,0.6,
Gaia DR3 2904731565341946368,0.263,
Gaia DR3 2904734730735060864,0.635,
Gaia DR3 2904735241832939904,0.877,
Gaia DR3 2904774515015184768,0.585,
Gaia DR3 2904913401373772288,0.604,
Gaia DR3 2904928481001602432,0.782,
Gaia DR3 2904934665755280512,0.602,
Gaia DR3 2904999609958073344,0.241,
Gaia DR3 2905010811232034048,0.629,
Gaia DR3 290501211260520576,0.523,
Gaia DR3 2905025134945571840,0.318,
Gaia DR3 2905164055663325696,0.744,
Gaia DR3 2905186007240983424,0.512,
Gaia DR3 2905186836171736448,0.726,
Gaia DR3 2905206726163347840,0.572,
Gaia DR3 2905327397564021632,0.281,
Gaia DR3 2905344439994506624,0.57,
Gaia DR3 2905372374461903488,0.62,
Gaia DR3 2905414636939750656,0.727,
Gaia DR3 2905438379518990976,,
Gaia DR3 2905462813590315008,0.711,
Gaia DR3 2905489816048229888,0.706,
Gaia DR3 2905736901223409536,0.301,
Gaia DR3 2905912926162677504,0.742,
Gaia DR3 2906036685643679360,0.599,
Gaia DR3 2906049501825471360,0.885,
Gaia DR3 2906050910574788352,0.689,
Gaia DR3 2906165259784880768,0.668,
Gaia DR3 2906181241359684608,0.619,
Gaia DR3 2906227519630304000,0.633,
Gaia DR3 2906393408447619712,0.627,
Gaia DR3 2906470893953959424,0.96,
Gaia DR3 2906497621533314432,0.551,
Gaia DR3 2906506799880517120,0.56,
Gaia DR3 2906547821111203456,0.578,
Gaia DR3 2906576099176061696,0.745,
Gaia DR3 2906610561993159296,0.55,
Gaia DR3 2906661380047243264,0.692,
Gaia DR3 2906771266784690048,0.495,
Gaia DR3 2906779032087778816,0.653,
Gaia DR3 2906843452299827328,0.548,
Gaia DR3 2906949250231736832,0.6,
Gaia DR3 2906958767879293440,0.725,
Gaia DR3 2906983021557112576,0.562,
Gaia DR3 2906999857828967936,0.834,
Gaia DR3 2907049305789687424,0.497,
Gaia DR3 2907143996931420928,0.585,
Gaia DR3 2907153926895947520,0.751,
Gaia DR3 2907169320058848128,0.735,
Gaia DR3 2907294114628848768,,
Gaia DR3 2907314455594545280,0.675,
Gaia DR3 2907388913146853504,0.615,
Gaia DR3 2907448114976168832,0.451,
Gaia DR3 2907470040786389248,0.669,
Gaia DR3 2907536526878920576,0.563,
Gaia DR3 2907607892054584448,0.343,
Gaia DR3 2907849127483107584,0.555,
Gaia DR3 2907895826664471552,0.653,
Gaia DR3 2907895891086137728,0.909,
Gaia DR3 2908044771832895360,0.596,
Gaia DR3 2908136959011497856,0.495,
Gaia DR3 2908195134345338496,0.605,
Gaia DR3 2908235777618835200,0.54,
Gaia DR3 2908238461975218176,0.547,
Gaia DR3 2908272748696611712,0.627,
Gaia DR3 2908358098287631360,0.634,
Gaia DR3 2908416475482193920,0.468,
Gaia DR3 2908459081558085888,0.729,
Gaia DR3 2908495026141846400,0.712,
Gaia DR3 2908506360557992704,0.489,
Gaia DR3 2908613292361067008,0.438,
Gaia DR3 2908721693038380160,0.642,
Gaia DR3 2908858444797293056,0.641,
Gaia DR3 2908867172170970112,0.895,
Gaia DR3 2908895965631824000,0.391,
Gaia DR3 2908959290631544960,0.734,
Gaia DR3 2909093053090597376,0.7,
